,Date,Close/Last,Volume,Open,High,Low,Society
99,09/08/2021,80.29,8227738.0,$78.47,$80.315,$78.27,Activision_Blizzard
100,09/07/2021,78.47,15538230.0,$81.405,$81.42,$77.89,Activision_Blizzard
101,09/03/2021,81.18,5606344.0,$81.214,$81.65,$80.78,Activision_Blizzard
102,09/02/2021,81.31,8434663.0,$82.75,$82.85,$81.14,Activision_Blizzard
103,09/01/2021,82.3,6226039.0,$82.73,$83.38,$82,Activision_Blizzard
104,08/31/2021,82.37,9477852.0,$81.48,$83.375,$81.2,Activision_Blizzard
105,08/30/2021,81.12,8405217.0,$81.5,$81.56,$79.92,Activision_Blizzard
106,08/27/2021,82.43,6000927.0,$81.445,$82.66,$81.3,Activision_Blizzard
107,08/26/2021,81.25,7364970.0,$81.59,$82.49,$81.19,Activision_Blizzard
108,08/25/2021,80.81,10410280.0,$82.12,$82.12,$80,Activision_Blizzard
109,08/24/2021,81.79,11799470.0,$82.745,$82.81,$81.19,Activision_Blizzard
110,08/23/2021,82.22,8666103.0,$82.93,$83.49,$81.89,Activision_Blizzard
111,08/20/2021,82.63,7366216.0,$82.87,$83.67,$82.22,Activision_Blizzard
112,08/19/2021,83.17,5449716.0,$82.21,$84.535,$82.19,Activision_Blizzard
113,08/18/2021,82.83,4559761.0,$83.6,$84.14,$82.77,Activision_Blizzard
114,08/17/2021,83.37,4780392.0,$83.05,$84.39,$82.47,Activision_Blizzard
115,08/16/2021,83.85,4321030.0,$83.5,$84.025,$83.05,Activision_Blizzard
116,08/13/2021,83.85,5369185.0,$86.3,$86.39,$83.45,Activision_Blizzard
117,08/12/2021,85.17,7353236.0,$85.11,$85.475,$83.17,Activision_Blizzard
118,08/11/2021,85.0,13387700.0,$83.51,$86.23,$83.075,Activision_Blizzard
119,08/10/2021,82.99,7770048.0,$81.755,$83.36,$81.27,Activision_Blizzard
120,08/09/2021,81.41,6082919.0,$81.855,$82.385,$81.24,Activision_Blizzard
121,08/06/2021,82.43,9692104.0,$79.9,$82.5,$79.9,Activision_Blizzard
122,08/05/2021,80.32,9871569.0,$81.557,$82.04,$79.35,Activision_Blizzard
123,08/04/2021,81.52,19758070.0,$83.51,$83.9,$80.45,Activision_Blizzard
124,08/03/2021,79.83,17329550.0,$80.99,$81.45,$77.81,Activision_Blizzard
125,08/02/2021,82.76,6224965.0,$84.03,$84.165,$82.54,Activision_Blizzard
126,07/30/2021,83.62,7055871.0,$83.15,$84.65,$82.85,Activision_Blizzard
127,07/29/2021,83.57,10839470.0,$84.87,$85.22,$83.5,Activision_Blizzard
128,07/28/2021,84.82,13160390.0,$84.885,$87.3,$84.7189,Activision_Blizzard
129,07/27/2021,84.05,23141140.0,$89.94,$89.94,$81.56,Activision_Blizzard
130,07/26/2021,90.14,4587381.0,$91.026,$91.4,$89.99,Activision_Blizzard
131,07/23/2021,91.5,3889261.0,$90.66,$91.73,$90.02,Activision_Blizzard
132,07/22/2021,90.47,5159472.0,$90.39,$90.68,$89.555,Activision_Blizzard
133,07/21/2021,91.17,5725670.0,$91.78,$91.92,$90.4,Activision_Blizzard
134,07/20/2021,91.51,6626968.0,$90.62,$91.71,$89.56,Activision_Blizzard
135,07/19/2021,90.3,7741601.0,$91.75,$92.25,$89.895,Activision_Blizzard
136,07/16/2021,91.8,7411400.0,$90.87,$92.39,$90.84,Activision_Blizzard
137,07/15/2021,90.68,8746116.0,$92.37,$92.6,$90.595,Activision_Blizzard
138,07/14/2021,92.32,4959094.0,$93.54,$93.77,$92.1,Activision_Blizzard
139,07/13/2021,93.25,5476738.0,$93.496,$93.86,$92.87,Activision_Blizzard
140,07/12/2021,92.91,4054655.0,$93.33,$93.4164,$92.43,Activision_Blizzard
141,07/09/2021,92.38,3587034.0,$91.88,$92.6,$91.46,Activision_Blizzard
142,07/08/2021,92.18,6128580.0,$92.4,$93.05,$91.75,Activision_Blizzard
143,07/07/2021,93.31,3444216.0,$95.26,$95.27,$93.14,Activision_Blizzard
144,07/06/2021,94.4,3833315.0,$94.47,$95.2,$93.68,Activision_Blizzard
145,07/02/2021,94.27,3101602.0,$94.75,$95.04,$93.58,Activision_Blizzard
146,07/01/2021,93.9,5055125.0,$95.07,$95.4,$93.22,Activision_Blizzard
147,06/30/2021,95.44,4372567.0,$95.72,$95.99,$95.14,Activision_Blizzard
148,06/29/2021,95.61,4160346.0,$95.42,$95.91,$94.07,Activision_Blizzard
149,06/28/2021,95.4,7032864.0,$92.79,$96.15,$92.6,Activision_Blizzard
150,06/25/2021,92.26,8943314.0,$92.64,$93.74,$92.17,Activision_Blizzard
151,06/24/2021,92.51,5640124.0,$91.86,$93.07,$91.55,Activision_Blizzard
152,06/23/2021,90.79,6446805.0,$91.87,$91.98,$90.23,Activision_Blizzard
153,06/22/2021,91.88,4654067.0,$91.95,$92.1,$91.18,Activision_Blizzard
154,06/21/2021,91.82,4659629.0,$91.88,$92.76,$90.855,Activision_Blizzard
155,06/18/2021,91.49,8509868.0,$93.12,$93.37,$91.05,Activision_Blizzard
156,06/17/2021,93.19,5088102.0,$93.63,$94.46,$92.67,Activision_Blizzard
157,06/16/2021,94.06,7441152.0,$95.75,$95.95,$92.78,Activision_Blizzard
158,06/15/2021,95.97,6153968.0,$98.86,$98.99,$95.38,Activision_Blizzard
159,06/14/2021,99.18,5732896.0,$98.39,$99.459,$97.61,Activision_Blizzard
160,06/11/2021,98.15,4112876.0,$97.795,$98.355,$97.36,Activision_Blizzard
161,06/10/2021,97.69,4409469.0,$96.28,$97.88,$96.09,Activision_Blizzard
162,06/09/2021,96.53,3608569.0,$97.35,$97.93,$96.38,Activision_Blizzard
163,06/08/2021,96.8,2596873.0,$97.45,$97.61,$96.59,Activision_Blizzard
164,06/07/2021,97.12,2655221.0,$96.89,$97.29,$96.28,Activision_Blizzard
165,06/04/2021,96.84,2990856.0,$95.14,$97.32,$95.14,Activision_Blizzard
166,06/03/2021,94.98,3805248.0,$94.5,$95.71,$94.065,Activision_Blizzard
167,06/02/2021,95.39,3278097.0,$96.33,$96.65,$94.98,Activision_Blizzard
168,06/01/2021,96.45,3502589.0,$97.26,$97.6,$96.13,Activision_Blizzard
169,05/28/2021,97.25,3092385.0,$97.44,$98.08,$97.17,Activision_Blizzard
170,05/27/2021,97.25,7742660.0,$97,$97.57,$96.59,Activision_Blizzard
171,05/26/2021,97.3,3880531.0,$97.1192,$98.4801,$96.81,Activision_Blizzard
172,05/25/2021,96.57,3284397.0,$96.87,$97.37,$96.27,Activision_Blizzard
173,05/24/2021,96.5,3196828.0,$95.93,$96.77,$95.82,Activision_Blizzard
174,05/21/2021,95.37,5431890.0,$96.97,$97.07,$95.25,Activision_Blizzard
175,05/20/2021,96.57,6742878.0,$94.64,$97.23,$94.58,Activision_Blizzard
176,05/19/2021,94.26,4213927.0,$92.27,$94.42,$92.2,Activision_Blizzard
177,05/18/2021,93.66,6263303.0,$92.55,$95.35,$92.25,Activision_Blizzard
178,05/17/2021,92.3,5174442.0,$92.68,$93.08,$91.53,Activision_Blizzard
179,05/14/2021,93.35,3656387.0,$94.4,$94.4,$93.06,Activision_Blizzard
180,05/13/2021,93.42,4741551.0,$93.47,$94.045,$92.825,Activision_Blizzard
181,05/12/2021,92.66,6176215.0,$94.28,$94.8,$92.26,Activision_Blizzard
182,05/11/2021,95.34,6530656.0,$93.66,$95.77,$92.94,Activision_Blizzard
183,05/10/2021,93.17,6067521.0,$95.06,$95.74,$93.14,Activision_Blizzard
184,05/07/2021,94.8,6511803.0,$93.43,$95.12,$93.035,Activision_Blizzard
185,05/06/2021,93.03,8024564.0,$90,$93.52,$89.64,Activision_Blizzard
186,05/05/2021,90.08,13079310.0,$93.6,$94.77,$90,Activision_Blizzard
187,05/04/2021,88.69,15147510.0,$90.84,$90.97,$87.44,Activision_Blizzard
188,05/03/2021,91.15,6641764.0,$91.7,$92.02,$90.79,Activision_Blizzard
189,04/30/2021,91.19,6614347.0,$91.355,$91.9868,$90.89,Activision_Blizzard
190,04/29/2021,92.09,4796355.0,$91.67,$92.16,$91.08,Activision_Blizzard
191,04/28/2021,91.25,6692846.0,$92.29,$92.3,$91,Activision_Blizzard
192,04/27/2021,91.6,8922151.0,$94.51,$94.86,$91.26,Activision_Blizzard
193,04/26/2021,94.24,5055925.0,$92.62,$94.39,$92.51,Activision_Blizzard
194,04/23/2021,93.02,4034299.0,$93.7,$94.04,$92.69,Activision_Blizzard
195,04/22/2021,93.7,5742861.0,$93.3,$94.4858,$92.98,Activision_Blizzard
196,04/21/2021,93.18,8000177.0,$93.48,$93.556,$91.89,Activision_Blizzard
197,04/20/2021,94.47,4499007.0,$96.274,$96.33,$94.12,Activision_Blizzard
198,04/19/2021,96.0,4797141.0,$96.925,$97.58,$95.33,Activision_Blizzard
199,04/16/2021,96.48,7126789.0,$98.1,$98.1,$96.05,Activision_Blizzard
200,04/15/2021,97.78,7324167.0,$97.05,$98.04,$96.4,Activision_Blizzard
201,04/14/2021,96.69,4066699.0,$97.1,$97.53,$96.41,Activision_Blizzard
202,04/13/2021,97.54,5711095.0,$96.998,$98.25,$96.49,Activision_Blizzard
203,04/12/2021,96.14,4719864.0,$95.1,$96.28,$95,Activision_Blizzard
204,04/09/2021,95.78,4301025.0,$96.07,$96.31,$94.545,Activision_Blizzard
205,04/08/2021,96.46,3590200.0,$97.81,$97.87,$96.15,Activision_Blizzard
206,04/07/2021,96.84,4469208.0,$96.46,$97.33,$96.41,Activision_Blizzard
207,04/06/2021,97.32,8069977.0,$98.19,$98.19,$97.03,Activision_Blizzard
208,04/05/2021,97.87,5251773.0,$96.01,$98.42,$95.52,Activision_Blizzard
209,04/01/2021,95.54,6085465.0,$93.94,$95.7,$93.7413,Activision_Blizzard
210,03/31/2021,93.0,6522688.0,$92.85,$94.08,$92.5,Activision_Blizzard
211,03/30/2021,92.66,6147903.0,$92.44,$92.875,$90.79,Activision_Blizzard
212,03/29/2021,94.02,8660805.0,$92.25,$94.92,$92.03,Activision_Blizzard
213,03/26/2021,92.4,6161471.0,$91.24,$92.49,$90.77,Activision_Blizzard
214,03/25/2021,90.85,5016963.0,$90.41,$91.13,$89.06,Activision_Blizzard
215,03/24/2021,90.51,4800510.0,$91.55,$91.55,$89.67,Activision_Blizzard
216,03/23/2021,91.38,4426367.0,$92.59,$92.6,$91.08,Activision_Blizzard
217,03/22/2021,91.87,4290050.0,$90.63,$92.53,$90.55,Activision_Blizzard
218,03/19/2021,90.49,13501010.0,$89.69,$91.54,$89.69,Activision_Blizzard
219,03/18/2021,89.58,6692090.0,$90.74,$91.63,$89.165,Activision_Blizzard
220,03/17/2021,92.44,4644870.0,$92.4,$92.93,$90.82,Activision_Blizzard
221,03/16/2021,93.28,4552788.0,$93.56,$94.8,$92.925,Activision_Blizzard
222,03/15/2021,92.575,3146350.0,$92.866,$93.05,$91.4,Activision_Blizzard
223,03/12/2021,93.035,3280695.0,$91.89,$93.13,$91.15,Activision_Blizzard
224,03/11/2021,92.94,4465146.0,$92.97,$93.8311,$92.43,Activision_Blizzard
225,03/10/2021,91.31,4283640.0,$93.26,$93.7,$91.09,Activision_Blizzard
226,03/09/2021,92.5,6325573.0,$91.6,$93.6925,$91.6,Activision_Blizzard
227,03/08/2021,89.21,6742550.0,$91.75,$92.83,$89.13,Activision_Blizzard
228,03/05/2021,92.58,8348705.0,$92.2,$93.39,$90.32,Activision_Blizzard
229,03/04/2021,91.54,5777192.0,$93.08,$94.56,$90.74,Activision_Blizzard
230,03/03/2021,93.71,5283214.0,$96.29,$96.53,$92.88,Activision_Blizzard
231,03/02/2021,96.75,3984976.0,$98.91,$98.99,$96.59,Activision_Blizzard
232,03/01/2021,98.72,5135795.0,$97.09,$98.92,$96.89,Activision_Blizzard
233,02/26/2021,95.61,6388227.0,$96,$97.21,$95.16,Activision_Blizzard
234,02/25/2021,95.1,5414198.0,$95.32,$96.42,$93.79,Activision_Blizzard
235,02/24/2021,95.69,5925696.0,$95.45,$96.06,$94.52,Activision_Blizzard
236,02/23/2021,96.42,6238398.0,$95.07,$96.85,$93.55,Activision_Blizzard
237,02/22/2021,96.58,6152756.0,$99.82,$99.82,$96.41,Activision_Blizzard
238,02/19/2021,100.8,4369531.0,$102.95,$103.08,$100.585,Activision_Blizzard
239,02/18/2021,102.25,5088824.0,$101.83,$102.4,$100.94,Activision_Blizzard
240,02/17/2021,102.35,3742227.0,$102.58,$103.37,$101.81,Activision_Blizzard
241,02/16/2021,102.96,3772975.0,$103.82,$104.53,$102.48,Activision_Blizzard
242,02/12/2021,103.81,3023802.0,$102.78,$103.89,$102.14,Activision_Blizzard
243,02/11/2021,103.24,3306464.0,$103.5,$104.215,$102.55,Activision_Blizzard
244,02/10/2021,102.76,4744821.0,$103.04,$103.44,$101.245,Activision_Blizzard
245,02/09/2021,102.73,5299115.0,$101.95,$103.77,$101.06,Activision_Blizzard
246,02/08/2021,101.19,5969783.0,$102.05,$103.08,$100.39,Activision_Blizzard
247,02/05/2021,101.61,17047810.0,$100.66,$104.2299,$100,Activision_Blizzard
248,02/04/2021,92.68,8296533.0,$93.35,$94.42,$92.41,Activision_Blizzard
249,02/03/2021,92.77,6666753.0,$93.89,$94.07,$92.59,Activision_Blizzard
250,02/02/2021,93.98,5782602.0,$92.04,$94.18,$91.81,Activision_Blizzard
251,02/01/2021,91.42,4271063.0,$91.48,$92.16,$90.86,Activision_Blizzard
0,01/28/2022,2879.56,3719599.0,$2817.21,$2879.96,$2758.585,Amazon
1,01/27/2022,2792.75,3875790.0,$2816,$2884.87,$2787,Amazon
2,01/26/2022,2777.45,4780085.0,$2895,$2903.695,$2746.37,Amazon
3,01/25/2022,2799.72,4541233.0,$2844.85,$2872,$2762.9,Amazon
4,01/24/2022,2890.88,7802237.0,$2780,$2898.9,$2707.04,Amazon
5,01/21/2022,2852.86,8198572.0,$2999,$3018,$2841.408,Amazon
6,01/20/2022,3033.35,3598666.0,$3135.32,$3160,$3027.02,Amazon
7,01/19/2022,3125.98,2662096.0,$3175.24,$3185,$3125,Amazon
8,01/18/2022,3178.35,3372072.0,$3182.1,$3194.6899,$3153.29,Amazon
9,01/14/2022,3242.76,2298743.0,$3203,$3245,$3196.01,Amazon
10,01/13/2022,3224.28,2609415.0,$3305.01,$3324.4299,$3221.82,Amazon
11,01/12/2022,3304.14,2501456.0,$3331.5,$3337.56,$3288.34,Amazon
12,01/11/2022,3307.24,3140279.0,$3230,$3327,$3214.03,Amazon
13,01/10/2022,3229.72,4389915.0,$3211.71,$3233.23,$3126.09,Amazon
14,01/07/2022,3251.08,2330295.0,$3276.78,$3304.865,$3240.62,Amazon
15,01/06/2022,3265.08,2597889.0,$3269.01,$3296,$3238.7442,Amazon
16,01/05/2022,3287.14,3215136.0,$3337.66,$3342.525,$3287.14,Amazon
17,01/04/2022,3350.44,3536258.0,$3408.76,$3428,$3326.99,Amazon
18,01/03/2022,3408.09,3193457.0,$3351,$3414.07,$3323.21,Amazon
19,12/31/2021,3334.34,2391519.0,$3379.12,$3387,$3331.17,Amazon
20,12/30/2021,3372.89,1879155.0,$3394,$3417.76,$3370.48,Amazon
21,12/29/2021,3384.02,1787702.0,$3416.8,$3424.24,$3372.0101,Amazon
22,12/28/2021,3413.22,2735593.0,$3403.65,$3443.5176,$3382.71,Amazon
23,12/27/2021,3393.39,2942341.0,$3420.74,$3458.86,$3384.31,Amazon
24,12/23/2021,3421.37,1839412.0,$3408.56,$3439.5,$3403,Amazon
25,12/22/2021,3420.74,2751773.0,$3385.395,$3441,$3370.01,Amazon
26,12/21/2021,3408.34,2797791.0,$3357.01,$3414.3299,$3312.95,Amazon
27,12/20/2021,3341.58,2868633.0,$3337,$3357.4851,$3312,Amazon
28,12/17/2021,3400.35,4287758.0,$3354.21,$3417.97,$3312.271,Amazon
29,12/16/2021,3377.42,3043842.0,$3467.371,$3483.32,$3363.205,Amazon
30,12/15/2021,3466.3,3789713.0,$3371.96,$3472,$3303.9,Amazon
31,12/14/2021,3381.83,2798764.0,$3351,$3389.98,$3328.8,Amazon
32,12/13/2021,3391.35,3108450.0,$3440,$3442,$3382.6,Amazon
33,12/10/2021,3444.24,3034488.0,$3508.34,$3518.54,$3410,Amazon
34,12/09/2021,3483.42,2303091.0,$3515,$3539.39,$3482.79,Amazon
35,12/08/2021,3523.16,2262683.0,$3523.01,$3543.6,$3495.01,Amazon
36,12/07/2021,3523.29,3320536.0,$3492,$3549.99,$3466.69,Amazon
37,12/06/2021,3427.37,3443000.0,$3393,$3473.91,$3338.69,Amazon
38,12/03/2021,3389.79,4035550.0,$3455,$3469.865,$3338.6,Amazon
39,12/02/2021,3437.36,3236288.0,$3460,$3492.7,$3423.75,Amazon
40,12/01/2021,3443.72,3756995.0,$3545,$3559.88,$3441.6,Amazon
41,11/30/2021,3507.07,4001107.0,$3563.5,$3585.77,$3492.01,Amazon
42,11/29/2021,3561.57,3265557.0,$3547.6443,$3596,$3531.5001,Amazon
43,11/26/2021,3504.56,2991297.0,$3602.095,$3633.5,$3504.15,Amazon
44,11/24/2021,3580.41,2328018.0,$3562.67,$3613.64,$3536.85,Amazon
45,11/23/2021,3580.04,3692246.0,$3585.04,$3621.05,$3527.71,Amazon
46,11/22/2021,3572.57,4847850.0,$3676.377,$3713.455,$3567.5,Amazon
47,11/19/2021,3676.57,4946203.0,$3712.69,$3762.145,$3675.72,Amazon
48,11/18/2021,3696.06,5703538.0,$3566.35,$3704.2,$3561,Amazon
49,11/17/2021,3549.0,2560270.0,$3564.72,$3587.245,$3545.35,Amazon
50,11/16/2021,3540.7,2217071.0,$3539,$3576.5,$3525.1466,Amazon
51,11/15/2021,3545.68,2929719.0,$3537,$3593.88,$3525.81,Amazon
52,11/12/2021,3525.15,2689434.0,$3485,$3540.7262,$3447.05,Amazon
53,11/11/2021,3472.5,2264406.0,$3513,$3543.24,$3467.47,Amazon
54,11/10/2021,3482.05,4027422.0,$3563.87,$3605.45,$3463.09,Amazon
55,11/09/2021,3576.23,4294922.0,$3515.25,$3593.77,$3501.425,Amazon
56,11/08/2021,3488.98,3073992.0,$3523.24,$3579,$3487.86,Amazon
57,11/05/2021,3518.99,4996951.0,$3477,$3566.25,$3476.98,Amazon
58,11/04/2021,3477.0,5353020.0,$3370,$3498.625,$3365.0001,Amazon
59,11/03/2021,3384.0,3397189.0,$3309,$3394.92,$3297.52,Amazon
60,11/02/2021,3312.75,2627590.0,$3315.01,$3331.115,$3283.55,Amazon
61,11/01/2021,3318.11,3608879.0,$3361.8,$3375.86,$3292.02,Amazon
62,10/29/2021,3372.43,6486077.0,$3300.02,$3374.82,$3273.32,Amazon
63,10/28/2021,3446.57,5708733.0,$3402.095,$3479,$3386,Amazon
64,10/27/2021,3392.49,2702224.0,$3388,$3437,$3371.4534,Amazon
65,10/26/2021,3376.07,2698342.0,$3349.51,$3416.12,$3343.98,Amazon
66,10/25/2021,3320.37,2225956.0,$3335,$3347.7997,$3297.7,Amazon
67,10/22/2021,3335.55,3139053.0,$3421,$3429.84,$3331.3,Amazon
68,10/21/2021,3435.01,1881385.0,$3414.25,$3440.28,$3403,Amazon
69,10/20/2021,3415.06,2139777.0,$3452.66,$3462.86,$3400.37,Amazon
70,10/19/2021,3444.15,2386079.0,$3434.29,$3454.69,$3422,Amazon
71,10/18/2021,3446.74,3174115.0,$3388.358,$3449.17,$3385.1,Amazon
72,10/15/2021,3409.02,5179941.0,$3311.42,$3410.42,$3304,Amazon
73,10/14/2021,3299.86,2112020.0,$3302.454,$3312.6,$3290.78,Amazon
74,10/13/2021,3284.28,2425086.0,$3269.71,$3288.38,$3261.0889,Amazon
75,10/12/2021,3247.33,1819571.0,$3257,$3267.528,$3236.28,Amazon
76,10/11/2021,3246.3,2034203.0,$3275,$3292.5899,$3238.1,Amazon
77,10/08/2021,3288.62,1998217.0,$3317,$3321.43,$3288.2,Amazon
78,10/07/2021,3302.43,2409075.0,$3291.54,$3325.746,$3283.06,Amazon
79,10/06/2021,3262.01,2532977.0,$3213.53,$3264.34,$3198.62,Amazon
80,10/05/2021,3221.0,3269208.0,$3204.5,$3260.73,$3202.464,Amazon
81,10/04/2021,3189.78,4523057.0,$3279.39,$3279.99,$3176.25,Amazon
82,10/01/2021,3283.26,2835617.0,$3289.01,$3309.1746,$3255.94,Amazon
83,09/30/2021,3285.04,2847033.0,$3316,$3327.85,$3273.99,Amazon
84,09/29/2021,3301.12,2562268.0,$3322.11,$3351.3,$3297.87,Amazon
85,09/28/2021,3315.96,4430819.0,$3357.71,$3369.19,$3290.1001,Amazon
86,09/27/2021,3405.8,3634450.0,$3371.5,$3415.57,$3339.61,Amazon
87,09/24/2021,3425.52,2116241.0,$3402.01,$3429.26,$3393.4,Amazon
88,09/23/2021,3416.0,2379414.0,$3380.05,$3428.96,$3380.05,Amazon
89,09/22/2021,3380.05,2411403.0,$3351,$3389,$3341.05,Amazon
90,09/21/2021,3343.63,2780878.0,$3375,$3379.7,$3332.39,Amazon
91,09/20/2021,3355.73,4669130.0,$3396,$3419,$3305.01,Amazon
92,09/17/2021,3462.52,4616556.0,$3488.415,$3497.41,$3452.13,Amazon
93,09/16/2021,3488.24,2583598.0,$3459.96,$3492.55,$3446.1432,Amazon
94,09/15/2021,3475.79,2957537.0,$3442.52,$3485.42,$3402.01,Amazon
95,09/14/2021,3450.0,1936897.0,$3475.55,$3486.806,$3437.7104,Amazon
96,09/13/2021,3457.17,2569022.0,$3482.8,$3497.96,$3438.0001,Amazon
97,09/10/2021,3469.15,2397269.0,$3501.8308,$3508.45,$3462.9055,Amazon
98,09/09/2021,3484.16,2719241.0,$3526.02,$3549.99,$3480.37,Amazon
99,09/08/2021,3525.5,3053364.0,$3511.65,$3545.63,$3495.67,Amazon
100,09/07/2021,3509.29,2741184.0,$3478,$3528.09,$3476.94,Amazon
101,09/03/2021,3478.05,2578324.0,$3452,$3482.67,$3436.44,Amazon
102,09/02/2021,3463.12,2925594.0,$3494.76,$3511.9608,$3455,Amazon
103,09/01/2021,3479.0,3629911.0,$3496.396,$3527,$3475.24,Amazon
104,08/31/2021,3470.79,4356413.0,$3424.8,$3472.58,$3395.59,Amazon
105,08/30/2021,3421.57,3192244.0,$3357.425,$3445,$3355.22,Amazon
106,08/27/2021,3349.63,2402369.0,$3333.23,$3352.32,$3313.75,Amazon
107,08/26/2021,3316.0,2098761.0,$3299,$3332,$3296,Amazon
108,08/25/2021,3299.18,1680306.0,$3309.87,$3321,$3286.15,Amazon
109,08/24/2021,3305.78,2551841.0,$3280,$3315.4942,$3274.58,Amazon
110,08/23/2021,3265.87,3268131.0,$3211.9,$3280.9,$3210.005,Amazon
111,08/20/2021,3199.95,3358428.0,$3203.873,$3207.81,$3175.76,Amazon
112,08/19/2021,3187.75,3782862.0,$3194.02,$3233,$3182.4637,Amazon
113,08/18/2021,3201.22,2804311.0,$3241.99,$3254.0975,$3200,Amazon
114,08/17/2021,3241.96,3387922.0,$3277.5,$3280.49,$3225.68,Amazon
115,08/16/2021,3298.99,3328494.0,$3283,$3300,$3211.13,Amazon
116,08/13/2021,3293.97,2056699.0,$3305.67,$3306.065,$3283,Amazon
117,08/12/2021,3303.5,2323823.0,$3290,$3314.51,$3269.67,Amazon
118,08/11/2021,3292.11,2947249.0,$3331.447,$3337.7,$3277.79,Amazon
119,08/10/2021,3320.68,2412551.0,$3345.01,$3358,$3315,Amazon
120,08/09/2021,3341.87,2148220.0,$3343.61,$3354.88,$3328.52,Amazon
121,08/06/2021,3344.94,2637644.0,$3375,$3375,$3329.0373,Amazon
122,08/05/2021,3375.99,2433503.0,$3356.22,$3389,$3340.92,Amazon
123,08/04/2021,3354.72,2183945.0,$3379.35,$3388.88,$3345.56,Amazon
124,08/03/2021,3366.24,4157343.0,$3340.72,$3391,$3299.77,Amazon
125,08/02/2021,3331.48,3353915.0,$3353.1,$3358.92,$3317,Amazon
126,07/30/2021,3327.59,9965593.0,$3347.95,$3368.14,$3306.98,Amazon
127,07/29/2021,3599.92,5519952.0,$3627.75,$3637.95,$3580.01,Amazon
128,07/28/2021,3630.32,2999378.0,$3633.78,$3658.4204,$3601,Amazon
129,07/27/2021,3626.39,4131890.0,$3698.5,$3698.5,$3586.15,Amazon
130,07/26/2021,3699.82,2900068.0,$3673.17,$3712.08,$3647.25,Amazon
131,07/23/2021,3656.64,2436292.0,$3640,$3666.11,$3622.04,Amazon
132,07/22/2021,3638.03,3265352.0,$3587.23,$3640.02,$3582.27,Amazon
133,07/21/2021,3585.2,2318989.0,$3576.375,$3586.45,$3543.6415,Amazon
134,07/20/2021,3573.19,3255680.0,$3567.32,$3592,$3518,Amazon
135,07/19/2021,3549.59,3784595.0,$3532.58,$3550.21,$3499.16,Amazon
136,07/16/2021,3573.63,4043706.0,$3633.31,$3646.0599,$3570.455,Amazon
137,07/15/2021,3631.2,3185292.0,$3694.2,$3695.4,$3620.92,Amazon
138,07/14/2021,3681.68,3296568.0,$3708.85,$3717.66,$3660.8266,Amazon
139,07/13/2021,3677.36,3845917.0,$3702.1,$3773.0782,$3671.32,Amazon
140,07/12/2021,3718.55,2571635.0,$3744,$3757.2899,$3696.7929,Amazon
141,07/09/2021,3719.34,3748237.0,$3722.52,$3748,$3693.3968,Amazon
142,07/08/2021,3731.41,5180623.0,$3643.56,$3759.9855,$3621.12,Amazon
143,07/07/2021,3696.58,5328062.0,$3717.377,$3734.2,$3678.91,Amazon
144,07/06/2021,3675.74,6744768.0,$3530.11,$3685.48,$3529,Amazon
145,07/02/2021,3510.98,3176697.0,$3451.64,$3511.72,$3436.92,Amazon
146,07/01/2021,3432.97,2037053.0,$3434.61,$3457,$3409.4206,Amazon
147,06/30/2021,3440.16,2403992.0,$3441.06,$3471.6019,$3435,Amazon
148,06/29/2021,3448.14,2098439.0,$3438.82,$3456.03,$3423.03,Amazon
149,06/28/2021,3443.89,2242793.0,$3416,$3448,$3413.5098,Amazon
150,06/25/2021,3401.46,3940997.0,$3464,$3464.82,$3394.18,Amazon
151,06/24/2021,3449.08,3831999.0,$3507.64,$3524.8599,$3430.85,Amazon
152,06/23/2021,3503.82,2813341.0,$3505,$3521,$3483.2,Amazon
153,06/22/2021,3505.44,3345082.0,$3458.06,$3523.78,$3456.09,Amazon
154,06/21/2021,3453.96,3277130.0,$3476.42,$3482,$3434,Amazon
155,06/18/2021,3486.9,5247737.0,$3479.99,$3507,$3473.71,Amazon
156,06/17/2021,3489.24,5136531.0,$3403.18,$3497.2,$3401,Amazon
157,06/16/2021,3415.25,4202782.0,$3392,$3426.35,$3360.53,Amazon
158,06/15/2021,3383.13,2426200.0,$3384,$3396.9866,$3363.1101,Amazon
159,06/14/2021,3383.87,2569655.0,$3346.83,$3385,$3335.5,Amazon
160,06/11/2021,3346.83,2817352.0,$3349.65,$3366.58,$3333.45,Amazon
161,06/10/2021,3349.65,3476480.0,$3282.01,$3351,$3281.15,Amazon
162,06/09/2021,3281.15,2455530.0,$3272.87,$3297.58,$3270.7,Amazon
163,06/08/2021,3264.11,3416730.0,$3222.61,$3279.5321,$3218.01,Amazon
164,06/07/2021,3198.01,2215756.0,$3197.33,$3208,$3172.2,Amazon
165,06/04/2021,3206.22,2249749.0,$3212,$3221,$3198.81,Amazon
166,06/03/2021,3187.01,2398293.0,$3204.23,$3214.435,$3184.03,Amazon
167,06/02/2021,3233.99,2014524.0,$3223.1,$3235,$3208,Amazon
168,06/01/2021,3218.65,2430045.0,$3243.495,$3250.98,$3209.06,Amazon
169,05/28/2021,3223.07,2331509.0,$3242,$3247.99,$3219.7,Amazon
170,05/27/2021,3230.11,2561157.0,$3256,$3260.355,$3230.04,Amazon
171,05/26/2021,3265.16,2383986.0,$3274.591,$3295.73,$3258.51,Amazon
